"AtcoCode","CommonName","CommonNameLang","ShortName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"020034012","The Crossroads","en","The Crossroads","en","","","","","","","N-Bound","en","2013-01-04T15:00:18","2013-01-04T15:00:18","","new"
"020034012","The Red Lion","en","","","The Red Lion","en","Bedford Road","en","","","o/s","en","2008-04-28T00:00:00","2008-04-28T00:00:00","","new"
"020034013","The Crossroads","en","","","","","","","","","S-bound","en","2013-01-04T15:01:33","2013-01-04T15:02:01","","new"
"020034013","The Red Lion","en","","","The Woolpack","en","Bedford Road","en","","","opp","en","2008-04-28T00:00:00","2008-04-28T00:00:00","","new"
"020035062","Bedford Modern School","en","","","","","","","","","","","2006-12-08T00:00:00","2006-12-08T00:00:00","","new"
"020035063","Bedford Modern School","en","","","","","","","","","","","2006-12-08T00:00:00","2006-12-08T00:00:00","","new"
"020035624","The Boundary","en","","","","","","","","","Inbound","en","2008-02-15T00:00:00","2008-02-15T00:00:00","","new"
"020035625","The Boundary","en","","","","","","","","","Outbound","en","2008-02-15T00:00:00","2008-02-15T00:00:00","","new"
"020035688","Foster Road","en","","","","","Bedford Road","en","Foster Road","en","adj","en","2011-12-01T10:07:07","2011-12-01T10:07:07","","new"
"020035702","Southfields School","en","","","The Mullberry Bush","en","Orchard Street","en","","","opp","en","2007-10-03T00:00:00","2007-10-03T00:00:00","","new"
"020035703","Southfields School","en","","","Southfields School","en","Orchard Street","en","","","o/s","en","2007-10-03T00:00:00","2007-10-03T00:00:00","","new"
"021016523","The Sun","","","","The Sun","","Lake Street","","Grove Road","","o/s","","2011-05-04T14:46:00","2011-05-04T14:46:00","0","new"
"021020200","Post Office","","","","Post Office","","High Street","","","","Opp","","2007-09-14T15:00:00","2010-05-24T13:41:00","1","rev"
"021020201","Post Office","","","","Post Office","","High Street","","","","Nr","","2007-09-14T15:01:00","2010-05-24T13:42:00","1","rev"
"021028074","Library","","","","Library","","Flitwick Road","","Library","","o/s","","2011-05-04T15:23:00","2011-05-04T15:23:00","0","new"
"02901028","Crawley Green Road Somerset Tavern","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901029","Crawley Green Road Somerset Tavern","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901080","Telscombe Way Keymer Close","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901093","Eaton Green Road Chertsey Close","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901276","Telscombe Way Keymer Close","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901277","Putteridge Road Crowland Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901277","Stopsley Putteridge School","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901298","Wigmore Lane Someries School","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901299","Wigmore Lane Someries School","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901324","Wigmore Lane Hayling Drive","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901375","Round Green Tavern","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901379","Hitchin Road Stopsley Memorial","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901380","Hitchin Road Stopsley Memorial","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901387","Wigmore Lane Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901389","Wigmore Lane Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02901390","Bradgers Hill Road","","","","Luton Sixth Form College","","Old Bedford Road","","Bradgers Hill Road","","Nr","","2013-05-28T14:50:00","2013-05-28T14:50:00","0","new"
"02901607","London Road Tennyson Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02902001","Toddington Road Progress Way","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02902002","Toddington Road Progress Way","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02902003","Toddington Road Anstee Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903003","L & D Hospital ","","","","Luton & Dunstable Hospital","","Lewsey Road","","","","o/s","","2013-05-01T14:03:00","2013-05-01T14:03:00","0","new"
"02903004","L & D Hospital","","","","Luton & Dunstable Hospital","","Lewsey Road","","","","Opp","","2013-05-01T14:08:00","2013-05-01T14:08:00","0","new"
"02903007","Calnwood Road","","","","Luton & Dunstable Hospital","","Calnwood Road","","","","W-bound","","2013-05-01T14:12:00","2013-05-01T14:12:00","0","new"
"02903021","Dunstable Road Waldeck Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903022","Dunstable Road Waldeck Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903023","Dunstable Road Birch Link","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903023","Dunstable Road Westbourne Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903024","Dunstable Road Birch Link","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903032","Dunstable Road Oakley Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903033","Dunstable Road Chaul End Lane","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903036","Dunstable Road Travelodge","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903037","Dunstable Road Travelodge","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903043","Dunstable Road Birch Link","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903043","Dunstable Road Oak Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903043","Dunstable Road Westbourne Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903046","Dunstable Road Beechwood Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903155","Marsh Road Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903156","Marsh Road Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903157","Marsh Road Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903158","Marsh Road Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903212","New Bedford Road Kingsdown Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903213","New Bedford Road Austin Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903214","Barnfield College","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903215","Barnfield College","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903216","Barnfield College","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903216","New Bedford Road Barnfield College","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903217","New Bedford Road Barnfield College","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903400","Beechwood Road Waller Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903530","Barnfield West","","","","Barnfield West Academy","","Leagrave High Street","","","","Opp","","2013-05-01T14:21:00","2013-05-01T14:21:00","0","new"
"02903535","Leagrave High Street Holgate Drive","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903540","Ravenhill Way Lewsey Park Court","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903541","Ravenhill Way Lewsey Park Court","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903556","Wheatfield Court","","","","Tomlinson Avenue Junction","","Wheatfield Road","","Tomlinson Avenue","","Nr","","2013-05-01T14:33:00","2013-05-01T14:33:00","0","new"
"02903558","Wheatfield Court","","","","Tomlinson Avenue Junction","","Tomlinson Avenue","","Wheatfield Road","","Opp","","2013-05-01T14:28:00","2013-05-01T14:28:00","0","new"
"02903567","Wheatfield Court","","","","Tomlinson Avenue Junction","","Wheatfield Road","","Tomlinson Avenue","","o/s","","2013-05-01T14:30:00","2013-05-01T14:30:00","0","new"
"02903586","Dunstable Road Waldeck Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903631","Flowers Way Park Street West","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903717","Hatters Way","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903722","Hatters Way","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903907","Hancock Drive Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903908","Hancock Drive Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903911","Weybourne Drive Cromer Way","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02903925","Bradgers Hill Road","","","","Luton Sixth Form College","","Old Bedford Road","","Bradgers Hill Road","","Opp","","2013-05-28T14:47:00","2013-05-28T14:47:00","0","new"
"02904114","Whitehorse Vale The Bramingham","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904115","Whitehorse Vale The Bramingham","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904307","Biscot Mill","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904308","Biscot Mill","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904508","Bramingham Road Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904509","Sundon Park Road Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904532","Grange Avenue Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904532","Grange Avenue Station Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904533","Grange Avenue Leagrave Station","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904562","Beechwood Road Waller Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904568","Sundon Park Road SKF Works","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904569","Sundon Park Road SKF Works","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904580","Sundon Park Road Hill Rise Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904581","Sundon Park Road Hill Rise Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904588","Hill Rise Cranbrook Drive","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904616","Butely Road Needham Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904617","Butely Road Needham Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904712","Barton Road Warden Hill Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904714","Barton Road","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904800","Hill Rise Eigth Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904805","Grampian Way Ashwell Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904807","Grampian Way Ashwell Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904809","Grampian Way Chestnut Avenue","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02904811","Colebrook Avenue","","","","","","Hill Rise","","","","Adj","","2006-01-11T15:10:00","2010-07-27T16:26:00","1","rev"
"02904885","Watermead Road Limbury Mead Shops","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02905055","Round Green Birchen Grove","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02905060","Round Green Birchen Grove","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02907032","Whipperley Way Farley Market Square","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"02907045","Whipperley Ring Farley Market Square","","","","","","Not Specified","","","","","","2006-01-11T15:10:00","2006-01-11T15:10:00","0","new"
"030050050001","Plumpton Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030050050002","Plumpton Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030050180001","Macs Caff","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030050180002","Macs Caff","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030050350001","Henwick Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030050350002","Henwick Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051390001","Cock Inn PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051390002","Cock Inn PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051430001","Cold Ash Cross Roads","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051430002","Cold Ash Cross Roads","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051430005","DELETED RECORD","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2011-12-09T10:56:00","1","del"
"030051550001","Red Lion PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051550002","Red Lion PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051550003","Red Lion PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051830001","Donnington Lodge","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051870001","Donnington Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030051870002","Donnington Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052130001","Enborne Church","","","","adj Church","","Holtwood Road","","","","","","2011-12-09T13:04:00","2011-12-09T13:06:00","2","rev"
"030052130002","Enborne Church","","","","opp Church","","Holtwood Road","","","","","","2011-12-09T13:07:00","2011-12-09T13:07:00","1","rev"
"030052240001","The Moors","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052280001","Wash Common The Gun PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052280002","Wash Common The Gun PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052280003","Wash Common The Gun PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052460001","Island Farm Road foot","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052460002","Island Farm Road foot","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052560001","Drury Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052560002","Drury Lane","","","","","","Not Specified","","","","","","2009-03-03T16:43:00","2014-02-21T11:27:00","1","del"
"030052830001","Water Street","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052840001","DELETED RECORD","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2012-07-05T11:31:00","1","del"
"030052840001","Scottalls Lane","","","","adj","","Water Street","","","","adj","","2006-02-02T08:24:00","2012-07-20T13:15:00","6","rev"
"030052880001","Holt Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052920001","The Swan PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030052920002","The Swan PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053010001","St Marys Church","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053060001","Oare Turn","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053060002","Oare Turn","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053130001","Turners Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053130002","Turners Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053180001","Beedon Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053180002","Beedon Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053250001","Holly Cottage","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053250002","Holly Cottage","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053690002","Old Fox and Cubs","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053690003","Old Fox and Cubs","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053690004","Old Fox and Cubs","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053690006","Old Fox and Cubs","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053730001","London Road Hambridge Road","","","","London Road adj Hambridge Road","","London Road","","","","","","2006-02-02T08:24:00","2011-12-09T12:36:00","1","rev"
"030053730002","London Road Hambridge Road","","","","adj 5 Fir Tree Lane","","Fir Tree Lane","","","","","","2006-02-02T08:24:00","2011-12-09T12:34:00","1","rev"
"030053730003","London Road Hambridge Road","","","","adj 388 London Road","","London Road","","","","","","2006-02-02T08:24:00","2011-12-09T12:36:00","1","rev"
"030053960001","Membury North Services","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053960002","Membury South Services","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053960003","Membury North Services","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053960004","Membury South Services","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053990001","Valley Road Shops","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030053990002","Valley Road Shops","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054120001","Berkshire Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054120002","Berkshire Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054120003","Berkshire Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054120004","Berkshire Arms PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054350001","Clock Tower","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054350002","Clock Tower","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054350003","Clock Tower Taxi Rank","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054350004","Clock Tower Taxi Rank","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054360001","Northbrook Street WH Smiths","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054360002","Camp Hopson store","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054920001","Stroud Green","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054920002","Stroud Green","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054960001","Burghfield Village Hall","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030054960002","Burghfield Village Hall","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055200001","Calcot Coachway","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055200002","Calcot Coachway","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055200003","Calcot Coachway","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055240001","DELETED RECORD","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2011-12-09T11:59:00","1","del"
"030055240002","DELETED RECORD","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2011-12-09T11:59:00","1","del"
"030055510001","Mortimer Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055510002","Mortimer Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055510003","Mortimer Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055790001","Newbury Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055790002","Newbury Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055970001","Lambourn Broadway","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030055970002","Lambourn Broadway","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056040001","Panasonic","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056040002","Panasonic","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056140001","Mortimer Station","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056140002","Mortimer Station","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056170001","Theale Library","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056170002","Theale Library","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056180001","Crown Inn PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056180002","Crown Inn PH","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056390001","Stoney Lane","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030056890001","Woodlands Cl","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-11-27T13:45:00","1","rev"
"030056990001","Wyld Court","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057160001","Mary Hare School","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057160002","Mary Hare School","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057460001","Oare Church","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057460002","Oare Church","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057470001","Willis Close","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057470002","Willis Close","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057490001","Bere Court Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057490002","Bere Court Road","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057550001","Cold Ash Cross Roads","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057560001","Cold Ash Common","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057560002","Cold Ash Common","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057580001","Padworth Common","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057580002","Padworth Common","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057630001","Inkpen Old Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
"030057630002","Inkpen Old Post Office","","","","","","Not Specified","","","","","","2006-02-02T08:24:00","2006-02-02T08:24:00","0","new"
