"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"01000053218","","900041065","Bristol Bus Stn","","Bristol Bus Stn","","U","358916","173506","2014-10-21T13:54:02","2014-07-14T15:18:18",0,"new"
"0100BRP90233","","900041086C","Triangle West","","Triangle West","","U","357845","173231","2014-10-21T13:53:59","2014-07-14T15:18:20",0,"new"
"0100BRP90237","","900041086A","Queen's Road","","Queen's Road","","U","357955","173234","2014-10-21T13:53:59","2014-07-14T15:18:20",0,"new"
"0180BAA01319","","900087025","Bus Station","","Bus Station","","U","375074","164376","2014-10-21T13:55:26","2014-07-14T15:18:18",0,"new"
"0180BAC30834","","900087345","Victoria Hall B","","Victoria Hall B","","U","368868","154812","2014-10-21T13:55:30","2014-07-14T15:18:18",0,"new"
"0190NSC30194","","900041255A","Summer Lane","","Summer Lane","","U","336160","162594","2014-10-21T13:55:54","2014-07-14T15:18:19",0,"new"
"0190NSC30195","","900041255C","Summer Lane","","Summer Lane","","U","336140","162573","2014-10-21T13:55:54","2014-07-14T15:18:17",0,"new"
"0190NSC30652","","900041221C","Stockway North","","Stockway North","","U","347484","170883","2014-10-21T13:56:00","2014-07-14T15:18:18",0,"new"
"0190NSC30653","","900041221A","Link Road","","Link Road","","U","347547","170846","2014-10-21T13:56:00","2014-07-14T15:18:18",0,"new"
"0190NSC30784","","900041240C","Triangle","","Triangle","","U","340886","171051","2014-10-21T13:55:59","2014-07-14T15:18:19",0,"new"
"0190NSC30785","","900041240A","Triangle","","Triangle","","U","340877","171033","2014-10-21T13:55:59","2014-07-14T15:18:18",0,"new"
"0190NSY28569","","900041245","Locking Road Car Park","","Locking Road Car Park","","U","332453","161207","2014-10-21T13:56:01","2014-07-14T15:18:19",0,"new"
"0190NSZ01245","","900041185","Airport Terminal","","Airport Terminal","","U","350590","165532","2014-10-21T13:56:02","2014-10-13T15:13:20",4,"new"
"020035037","","900052444","Bus Station","","Bus Station","","U","504696","249864","2005-02-28T00:00:00","2008-12-23T00:00:00",4,"rev"
"02900033","","900051114A","Luton Station Interchange","","Luton Station Interchange","","U","509208","221590","2013-05-29T10:37:00","2013-06-05T14:38:00",3,"rev"
"02900033","","900051114D","Luton Station Interchange","","Luton Station Interchange","","U","509208","221590","2013-05-29T10:37:00","2013-06-05T14:38:00",3,"rev"
"02900039","","900051114C","Luton Station Interchange","","Luton Station Interchange","","U","509188","221564","2013-05-29T10:58:00","2013-06-05T14:47:00",5,"rev"
"02901210","","900051224A","Airport Bus Station","","Airport Bus Station","","U","511888","221342","2003-07-04T00:00:00","2010-03-15T10:12:00",4,"rev"
"02903036","","900051110A","Simpson Close","","Simpson Close","","U","505712","222708","2002-10-10T00:00:00","2012-01-25T11:05:00",3,"rev"
"02903037","","900051110C","Halfway Avenue","","Halfway Avenue","","U","505642","222698","2002-10-10T00:00:00","2012-01-25T11:05:00",3,"rev"
"030051210001","","900062153C","Charnham Lane","","Charnham Lane","","U","433840","168938","2005-07-20T00:00:00","2011-12-09T15:01:00",2,"rev"
"030051210002","","900062153A","Charnham Lane","","Charnham Lane","","U","433854","168951","2005-07-20T00:00:00","2011-12-09T15:01:00",2,"rev"
"030054160002","","900062183","Bus Station","","Bus Station","","U","447162","166878","2005-07-20T00:00:00","2005-07-20T00:00:00",0,"new"
"030055200003","","900061206","Calcot Sainsbury's","","Calcot Sainsbury's","","U","465358","171847","2005-07-20T00:00:00","2014-01-07T11:18:00",6,"rev"
"03700325","","900056056A","Wellington St Bus Station","","Wellington St Bus Station","","U","497757","180002","2003-08-28T00:00:00","2012-03-05T10:24:49",9,"rev"
"03700325","","900056056D","Wellington St Bus Station","","Wellington St Bus Station","","U","497757","180002","2003-08-28T00:00:00","2012-03-05T10:24:49",9,"rev"
"0380F968G059","","900061156","Bracknell Bus Station","","Bracknell Bus Station","","U","486968","169030","2004-11-01T00:00:00","2008-05-27T09:44:00",1,"rev"
"040000002968","","900056236","Bus Station","","Bus Station","","U","486192","193256","2005-12-23T00:00:00","2008-07-22T00:00:00",3,"rev"
"049000000804","","900050124","Milton Keynes Coachway","","Milton Keynes Coachway","","U","489320","240495","2010-11-16T17:04:00","2013-07-09T11:30:00",5,"rev"
"049002399361","","900052494A","War Memorial","","War Memorial","","U","491648","253586","2004-11-23T00:00:00","2009-03-13T12:00:00",1,"rev"
"049002399861","","900052494C","War Memorial","","War Memorial","","U","491665","253576","2004-11-23T00:00:00","2009-03-13T12:00:00",2,"rev"
"0500CCITY084","","900052056","Madingley Rd Park-and-Ride","","Madingley Rd Park-and-Ride","","U","542468","259444","2003-11-01T00:00:00","2010-12-13T15:49:39",4,"rev"
"0500CCITY248","","900052055","Trumpington Park-and-Ride","","Trumpington Park-and-Ride","","U","544271","254256","2003-11-01T00:00:00","2009-01-12T00:00:00",4,"rev"
"0500CCITY476","","900052074A","Parkside","","Parkside","","U","545569","258272","2007-03-20T00:00:00","2008-04-02T00:00:00",1,"rev"
"0500FWISH002","","900036134","Horse Fair Bus Station","","Horse Fair Bus Station","","U","546260","309812","2003-11-01T00:00:00","2009-02-09T00:00:00",3,"rev"
"0500HHUNT027","","900052224","Bus Station","","Bus Station","","U","523834","271637","2003-11-01T00:00:00","2009-04-01T00:00:00",5,"rev"
"0500HSTNS060","","900052244A","Market Square","","Market Square","","U","518174","260222","2003-11-01T00:00:00","2008-04-04T00:00:00",2,"rev"
"0500HSTNS062","","900052244C","Market Square","","Market Square","","U","518179","260210","2003-11-01T00:00:00","2008-04-04T00:00:00",2,"rev"
"0500SHARS006","","900052014A","Orchard Close","","Orchard Close","","U","542503","250885","2003-11-01T00:00:00","2007-03-13T00:00:00",1,"rev"
"0500SHARS016","","900052014C","Station Road","","Station Road","","U","542505","250861","2003-11-01T00:00:00","2007-03-13T00:00:00",1,"rev"
"0590PET621","","900036124A","Park Gates","","Park Gates","","U","528366","304344","2002-12-09T00:00:00","2007-03-07T00:00:00",1,"rev"
"0590PET622","","900036124C","Park Gates","","Park Gates","","U","528258","304340","2002-12-09T00:00:00","2008-11-10T00:00:00",2,"rev"
"0590PQG571","","900036114","Queensgate Bus Station","","Queensgate Bus Station","","U","518932","298850","2002-12-09T00:00:00","2013-04-10T12:01:00",4,"rev"
"0600CR087","","900020591","Bus Station","","Bus Station","","U","370430","355771","2006-04-19T00:00:00","2010-04-19T00:00:00",5,"rev"
"0600CR290","","900020581","Bus Station","","Bus Station","","U","365233","352515","2006-04-19T00:00:00","2010-04-19T00:00:00",7,"rev"
"0610CH19130","","900011081","Bus Exchange","","Bus Exchange","","U","340357","366480","2010-12-15T10:38:32","2013-03-16T13:49:15",2,"rev"
"0610CH548","","900011082","Zoo Park & Ride","","Zoo Park & Ride","","U","340701","370295","2006-04-19T00:00:00","2010-04-21T00:00:00",3,"rev"
"0610EP19031","","900078141","Bus Station","","Bus Station","","U","340003","375877","2010-09-22T00:00:00","2010-10-11T00:00:00",2,"rev"
"068000000461","","900010191A","KINGSWAY HOTEL","","KINGSWAY HOTEL","","U","351225","385162","1970-01-01T00:00:00","2013-10-16T16:10:18",0,"new"
"068000000462","","900010191C","DOCTORS PUB","","DOCTORS PUB","","U","351210","385170","1970-01-01T00:00:00","2013-10-16T16:10:18",0,"new"
"068000000502","","900010121","RUNCORN HIGH STREET- STAND B","","RUNCORN HIGH STREET- STAND B","","U","351360","383032","1970-01-01T00:00:00","2013-10-16T16:09:22",0,"new"
"069000024300","","900010171B","Scotland Road Alighting Only","","Scotland Road Alighting Only","","U","360740","388299","2010-02-26T00:00:00","2010-12-20T00:00:00",6,"rev"
"0690WNA02867","","900010171","Bus Interchange","","Bus Interchange","","U","360613","388421","2010-02-26T00:00:00","2010-04-20T00:00:00",4,"rev"
"0690WNA02867","","900010171A","Bus Interchange","","Bus Interchange","","U","360613","388421","2010-02-26T00:00:00","2010-04-20T00:00:00",4,"rev"
"075071047A","","900071232C","Interchange Stand 1","","Interchange Stand 1","","U","451071","532660","2010-07-20T00:00:00","2010-07-20T00:00:00",0,"new"
"075071047B","","900071232A","Interchange Stand 2","","Interchange Stand 2","","U","451084","532659","2010-07-20T00:00:00","2010-07-20T00:00:00",0,"new"
"07605752","","900070142","Dolphin Centre","","Dolphin Centre","","U","428988","514371","2009-12-17T00:00:00","2010-11-15T00:00:00",1,"rev"
"077072401A","","900071002A","Bridge Road Stand 29","","Bridge Road Stand 29","","U","444540","518609","2005-07-06T00:00:00","2013-07-25T11:36:40",3,"rev"
"077072401A","","900071002C","Bridge Road Stand 29","","Bridge Road Stand 29","","U","444540","518609","2005-07-06T00:00:00","2013-07-25T11:36:40",3,"rev"
"077072572A","","900071012C","Roseberry Road","","Roseberry Road","","U","445292","523969","2005-07-06T00:00:00","2007-06-15T00:00:00",1,"rev"
"077072583A","","900071012A","Swan Hotel","","Swan Hotel","","U","445322","524235","2005-07-06T00:00:00","2007-06-15T00:00:00",1,"rev"
"079073001K","","900071062","Bus Station Stand 11","","Bus Station Stand 11","","U","449267","520357","2005-07-06T00:00:00","2007-06-15T00:00:00",1,"rev"
"0800COA10071","","900042315A","The Strand","","The Strand","","U","220877","106353","2014-10-21T13:57:02","2014-07-14T15:18:19",0,"new"
"0800COA10194","","900043265A","Bus Shelter","","Bus Shelter","","U","218413","63686","2014-10-21T13:57:38","2014-07-28T20:21:38",0,"new"
"0800COA10196","","900043265","Post Box","","Post Box","","U","218363","63632","2014-10-21T13:57:38","2014-10-18T16:37:02",0,"new"
"0800COA10196","","900043265C","Post Box","","Post Box","","U","218363","63632","2014-10-21T13:57:38","2014-10-18T16:37:02",0,"new"
"0800COA10204","","900043237C","Institute","","Institute","","U","221210","64993","2014-10-21T13:57:38","2014-07-14T15:18:19",0,"new"
"0800COA10207","","900043237A","Methodist Church","","Methodist Church","","U","221643","65016","2014-10-21T13:57:38","2014-07-14T15:18:19",0,"new"
"0800COA10267","","900043210","Brick Shelter","","Brick Shelter","","U","234882","59760","2014-10-21T13:57:42","2014-07-28T20:21:38",0,"new"
"0800COA10268","","900043356","Foot Bridge","","Foot Bridge","","U","237414","60686","2014-10-21T13:57:42","2014-07-14T15:18:19",0,"new"
"0800COA10268","","900043356A","Foot Bridge","","Foot Bridge","","U","237414","60686","2014-10-21T13:57:42","2014-07-14T15:18:19",0,"new"
"0800COA10268","","900043356C","Foot Bridge","","Foot Bridge","","U","237414","60686","2014-10-21T13:57:42","2014-07-14T15:18:19",0,"new"
"0800COA10386","","900088215A","Car Park","","Car Park","","U","207126","67128","2014-10-21T13:57:21","2014-07-14T15:18:19",0,"new"
"0800COA10469","","900088185A","Lidl Superstore","","Lidl Superstore","","U","198800","72512","2014-10-21T13:57:10","2014-07-14T15:18:19",0,"new"
"0800COA10470","","900088185C","Lidl Superstore","","Lidl Superstore","","U","198837","72555","2014-10-21T13:57:10","2014-07-14T15:18:17",0,"new"
"0800COA10490","","900088215C","Priory House","","Priory House","","U","207360","66988","2014-10-21T13:57:10","2014-07-14T15:18:17",0,"new"
"0800COB20133","","900043320C","North Road","","North Road","","U","242995","58982","2014-10-21T13:56:57","2014-07-14T15:18:18",0,"new"
"0800COB20134","","900043320A","North Road","","North Road","","U","243006","58984","2014-10-21T13:56:57","2014-07-14T15:18:18",0,"new"
"0800COB20138","","900043236C","Burraton Cross","","Burraton Cross","","U","241705","59400","2014-10-21T13:56:57","2014-07-14T15:18:18",0,"new"
"0800COB20139","","900043236A","Burraton Cross","","Burraton Cross","","U","241674","59414","2014-10-21T13:56:57","2014-07-14T15:18:18",0,"new"
"0800COC30257","","900043115C","Blue Anchor","","Blue Anchor","","U","165763","27409","2014-10-21T13:56:50","2014-07-14T15:18:19",0,"new"
"0800COC30258","","900043115A","Seven Stars","","Seven Stars","","U","165789","27423","2014-10-21T13:57:15","2014-07-14T15:18:19",0,"new"
"0800COC30488","","900043120","Lay By","","Lay By","","U","179704","45056","2014-10-21T13:57:03","2014-07-14T15:18:19",0,"new"
"0800COC30504","","900043586C","Kings Head","","Kings Head","","U","175126","44434","2014-10-21T13:57:03","2014-07-14T15:18:19",0,"new"
"0800COC30505","","900043586A","Kings Head","","Kings Head","","U","175117","44439","2014-10-21T13:57:03","2014-07-14T15:18:19",0,"new"
"0800COC30649","","900043105","Bridge","","Bridge","","U","178873","34244","2014-10-21T13:57:34","2014-07-14T15:18:18",0,"new"
"0800COC30815","","900043575C","Fal Garage","","Fal Garage","","U","186661","46317","2014-10-21T13:57:22","2014-07-14T15:18:19",0,"new"
"0800COC30873","","900043575A","Fal Garage","","Fal Garage","","U","186678","46318","2014-10-21T13:57:22","2014-10-18T16:37:03",0,"new"
"0800COC31003","","900043415A","Holmbush Inn","","Holmbush Inn","","U","203814","52507","2014-10-21T13:57:29","2014-10-18T16:37:02",0,"new"
"0800COC31004","","900043415C","Holmbush Inn","","Holmbush Inn","","U","203872","52515","2014-10-21T13:57:29","2014-10-18T16:37:02",0,"new"
"0800COC31093","","900043525","The Square","","The Square","","U","189893","47805","2014-10-21T13:57:23","2014-10-15T12:40:03",5,"new"
"0800COC31215","","900043476A","Four Lords","","Four Lords","","U","206047","53688","2014-10-21T13:57:24","2014-10-18T16:37:02",0,"new"
"0800COC31216","","900043476C","Four Lords","","Four Lords","","U","206107","53698","2014-10-21T13:57:24","2014-10-18T16:37:02",0,"new"
"0800COC31221","","900043475A","Polgrean Place","","Polgrean Place","","U","206817","54612","2014-10-21T13:57:22","2014-07-14T15:18:19",0,"new"
"0800COC31222","","900043475C","Polgrean Place","","Polgrean Place","","U","206846","54683","2014-10-21T13:57:22","2014-07-14T15:18:19",0,"new"
"0800COC31229","","900043456A","Royal Talbot Hotel","","Royal Talbot Hotel","","U","210367","59879","2014-10-21T13:57:32","2014-07-14T15:18:19",0,"new"
"0800COC31231","","900043456C","Royal Talbot Hotel","","Royal Talbot Hotel","","U","210378","59877","2014-10-21T13:57:32","2014-07-14T15:18:19",0,"new"
"0800COC31306","","900043486A","Dolphin Inn","","Dolphin Inn","","U","193508","48330","2014-10-21T13:57:25","2014-07-14T15:18:19",0,"new"
"0800COC31307","","900043486C","Dolphin Inn","","Dolphin Inn","","U","193523","48331","2014-10-21T13:57:25","2014-07-14T15:18:19",0,"new"
"0800COC31523","","900088035","Bus Station","","Bus Station","","U","180873","61571","2014-10-21T13:57:37","2014-07-14T15:18:19",0,"new"
"0800COC31528","","900088005","Porth Four Turns","","Porth Four Turns","","U","182902","62094","2014-10-21T13:57:53","2014-10-06T10:05:11",23,"new"
"0800COC31532","","900088095","Shop Corner","","Shop Corner","","U","183780","61889","2014-10-21T13:57:37","2014-10-18T16:37:02",0,"new"
"0800COD40445","","900043010","Bus Station","","Bus Station","","U","151906","40347","2014-10-21T13:57:12","2014-07-14T15:18:19",0,"new"
"0800COD40457","","900043075A","Richmond Way","","Richmond Way","","U","152932","38312","2014-10-21T13:57:12","2014-07-14T15:18:19",0,"new"
"0800COD40468","","900043075C","Longstone Cross","","Longstone Cross","","U","153038","38210","2014-10-21T13:57:12","2014-07-14T15:18:19",0,"new"
"0800COD40485","","900043011","Village Hall","","Village Hall","","U","154506","37135","2014-10-21T13:57:12","2014-07-14T15:18:19",0,"new"
"0800COD40493","","900043096C","Railway Station","","Railway Station","","U","154100","35775","2014-10-21T13:57:09","2014-07-14T15:18:18",0,"new"
"0800COD40494","","900043096A","Railway Station","","Railway Station","","U","154093","35758","2014-10-21T13:57:09","2014-07-14T15:18:19",0,"new"
"0800COD40507","","900043005A","Viaduct","","Viaduct","","U","155857","37314","2014-10-21T13:57:09","2014-07-14T15:18:19",0,"new"
"0800COD40508","","900043005C","Foundry Square","","Foundry Square","","U","155876","37177","2014-10-21T13:57:09","2014-07-14T15:18:19",0,"new"
"0800COD40521","","900043025A","The Star Inn","","The Star Inn","","U","151662","33217","2014-10-21T13:57:09","2014-07-28T20:21:43",0,"new"
"0800COD40522","","900043025C","The Star Inn","","The Star Inn","","U","151573","33153","2014-10-21T13:57:09","2014-07-14T15:18:18",0,"new"
"0800COD40637","","900043095","Bus Shelter","","Bus Shelter","","U","162822","25851","2014-10-21T13:56:59","2014-07-14T15:18:19",0,"new"
"0800COD40909","","900043020C","War Memorial","","War Memorial","","U","156148","37704","2014-10-21T13:57:39","2014-07-14T15:18:17",0,"new"
"0800COD40910","","900043020A","War Memorial","","War Memorial","","U","156151","37695","2014-10-21T13:57:39","2014-07-14T15:18:19",0,"new"
"0800COD41003","","900043065A","Cornwall College","","Cornwall College","","U","166772","41477","2014-10-21T13:57:27","2014-07-14T15:18:18",0,"new"
"0800COD41085","","900043155C","Railway Station","","Railway Station","","U","170036","42018","2014-10-21T13:57:28","2014-07-14T15:18:17",0,"new"
"0800COD41095","","900043065C","Cornwall College","","Cornwall College","","U","166699","41436","2014-10-21T13:57:27","2014-07-14T15:18:18",0,"new"
"0800COD41205","","900043155A","Alma Place","","Alma Place","","U","169945","41995","2014-10-21T13:57:23","2014-07-14T15:18:19",0,"new"
"0800COD41304","","900043235A","Lloyds TSB Bank","","Lloyds TSB Bank","","U","225093","64603","2014-10-21T13:57:24","2014-07-14T15:18:19",0,"new"
"0800COD41305","","900043235C","Post Office","","Post Office","","U","225108","64576","2014-10-21T13:57:24","2014-07-14T15:18:19",0,"new"
"0800COZ06299","","900043165","The Moor B","","The Moor B","","U","180590","32809","2014-10-21T13:57:35","2014-07-14T15:18:19",0,"new"
"0800COZ06359","","900043465","Bus Station","","Bus Station","","U","201591","52532","2014-10-21T13:57:33","2014-10-20T09:57:05",2,"new"
"0800COZ06365","","900043055","Bus Station","","Bus Station","","U","164831","40031","2014-10-21T13:57:39","2014-07-14T15:18:19",0,"new"
"0800COZ06383","","900043015","Bus Station","","Bus Station","","U","147639","30532","2014-10-21T13:57:43","2014-10-20T10:04:42",7,"new"
"0800FWV38554","","900043125C","Rame Cross","","Rame Cross","","U","172827","34020","2014-10-21T13:57:46","2014-07-14T15:18:19",0,"new"
"0800TRY38422","","900043595A","Bus Station","","Bus Station","","U","182791","44723","2014-10-21T13:56:50","2014-07-14T15:18:19",0,"new"
"0800TRY38437","","900043125","Post Office and Stores","","Post Office and Stores","","U","172850","34048","2014-10-21T13:56:50","2014-07-28T20:21:36",0,"new"
"0800TRY38437","","900043125A","Post Office and Stores","","Post Office and Stores","","U","172850","34048","2014-10-21T13:56:50","2014-07-28T20:21:36",0,"new"
"090002220401","","900068361C","Fairfield Junior School","","Fairfield Junior School","","U","311873","530490","2003-03-01T00:00:00","2007-05-18T00:00:00",0,"new"
"090002224174","","900068361A","Gallowbarrow","","Gallowbarrow","","U","311899","530424","2007-01-09T00:00:00","2007-04-18T00:00:00",0,"new"
"090002372826","","900068521","Bus Station","","Bus Station","","U","326316","523534","2003-03-01T00:00:00","2013-04-02T00:00:00",0,"new"
"090002590035","","900068391","Bus Station","","Bus Station","","U","300156","528714","2003-03-01T00:00:00","2013-04-02T00:00:00",0,"new"
"090033101560","","900068051A","Bus Station","","Bus Station","","U","340296","555904","2003-03-01T00:00:00","2013-01-08T00:00:00",0,"new"
"090050040038","","900068381A","The Queens Head","","The Queens Head","","U","300673","523572","2003-03-01T00:00:00","2013-05-02T00:00:00",0,"new"
"090050043042","","900068381C","Queens Head","","Queens Head","","U","300654","523518","2004-04-22T00:00:00","2014-09-09T00:00:00",0,"new"
"090050300141","","900068371","Tangier Street","","Tangier Street","","U","297448","518488","2003-03-01T00:00:00","2007-07-16T00:00:00",0,"new"
"090074562848","","900068032","Rail Station","","Rail Station","","U","351194","529934","2003-03-01T00:00:00","2013-07-22T00:00:00",0,"new"
"090079360110","","900068111C","Bus Station","","Bus Station","","U","351613","492964","2003-03-01T00:00:00","2013-04-02T00:00:00",0,"new"
"090079360113","","900068111","Bus Station","","Bus Station","","U","351622","492935","2003-03-01T00:00:00","2013-04-02T00:00:00",0,"new"
"090079360113","","900068111A","Bus Station","","Bus Station","","U","351622","492935","2003-03-01T00:00:00","2013-04-02T00:00:00",0,"new"
"090079411140","","900068202C","Lakeside House for Dove Cottage","","Lakeside House for Dove Cottage","","U","334150","507018","2003-03-01T00:00:00","2014-07-16T00:00:00",0,"new"
"090079412211","","900068312","Kelsick Road opposite Library","","Kelsick Road opposite Library","","U","337589","504265","2003-03-01T00:00:00","2014-01-27T00:00:00",0,"new"
"090079413652","","900068202A","Daffodil Hotel for Dove Cottage","","Daffodil Hotel for Dove Cottage","","U","334178","506917","2004-06-22T00:00:00","2013-05-13T00:00:00",0,"new"
"090079732809","","900068281A","Rail Station","","Rail Station","","U","341417","498641","2003-03-01T00:00:00","2014-07-10T00:00:00",0,"new"
"090079732852","","900068281C","Tourist Information Centre","","Tourist Information Centre","","U","341335","498693","2003-03-01T00:00:00","2014-04-30T00:00:00",0,"new"
"100000022178","","900027024A","Bus Garage","","Bus Garage","","U","434711","347347","2006-06-26T00:00:00","2008-10-01T00:00:00",3,"rev"
"100000022319","","900027024C","Bus Garage","","Bus Garage","","U","434720","347348","2006-05-04T00:00:00","2008-10-01T00:00:00",3,"rev"
"100051715","","900026134A","Railway Station","","Railway Station","","U","429672","360211","2007-06-11T00:00:00","2009-01-12T00:00:00",4,"rev"
"1000DBBRSA98","","900026114C","Buxton Road","","Buxton Road","","U","421698","368531","2006-06-26T00:00:00","2008-02-25T00:00:00",1,"rev"
"1000DBMP2580","","900026024A","Market Place","","Market Place","","U","405838","373286","2006-06-26T00:00:00","2008-03-03T00:00:00",2,"rev"
"1000DBMP2581","","900026024C","Market Place","","Market Place","","U","405830","373269","2006-06-26T00:00:00","2008-03-03T00:00:00",2,"rev"
"1000DBMSS363","","900026114A","Matlock Street","","Matlock Street","","U","421841","368363","2006-06-26T00:00:00","2008-02-25T00:00:00",1,"rev"
"1000DCBSB267","","900028034","Coach Station","","Coach Station","","U","438212","370959","2006-06-26T00:00:00","2008-02-29T00:00:00",2,"rev"
"1000DCCS0602","","900026054","Woodhead Road","","Woodhead Road","","U","407200","399150","2006-05-04T00:00:00","2009-04-24T00:00:00",2,"rev"
"1000DMBS2456","","900026144A","Fishpond Hotel","","Fishpond Hotel","","U","429338","358092","2006-06-26T00:00:00","2008-02-25T00:00:00",1,"rev"
"1000DMBS2457","","900026144C","Fishpond Hotel","","Fishpond Hotel","","U","429361","358082","2006-06-26T00:00:00","2008-02-25T00:00:00",1,"rev"
"1000DNHS4730","","900032034C","George Inn","","George Inn","","U","429094","320782","2006-06-26T00:00:00","2009-06-19T00:00:00",3,"rev"
"1000DNHS4731","","900032034A","George Inn","","George Inn","","U","429082","320795","2006-06-26T00:00:00","2009-06-19T00:00:00",2,"rev"
"1000DSBS1636","","900032044","Bus Station","","Bus Station","","U","429856","319738","2006-06-26T00:00:00","2008-03-03T00:00:00",3,"rev"
"1000DWSF4812","","900032054C","Frederick Street","","Frederick Street","","U","431183","319186","2006-06-26T00:00:00","2008-02-25T00:00:00",1,"rev"
"1000DWTG3622","","900032054A","Toll Gate","","Toll Gate","","U","431416","319204","2006-06-26T00:00:00","2009-02-19T00:00:00",3,"rev"
"1090BSTN25","","900027044A","Bus Station","","Bus Station","","U","435664","336235","2009-11-16T00:00:00","2009-11-16T00:00:00",0,"new"
"1090BSTN25","","900027044B","Bus Station","","Bus Station","","U","435664","336235","2009-11-16T00:00:00","2009-11-16T00:00:00",0,"new"
"1100DEA09163","","900044035","Bus Station","","Bus Station","","U","292502","92896","2014-10-21T13:59:44","2014-07-14T15:18:19",0,"new"
"1100DEA10298","","900044165A","Opposite Royal Seven Stars Hotel","","Opposite Royal Seven Stars Hotel","","U","280579","60359","2014-10-21T13:59:03","2014-07-14T15:18:19",0,"new"
"1100DEA10299","","900044165C","Opposite Tourist Information Centre","","Opposite Tourist Information Centre","","U","280550","60437","2014-10-21T13:59:03","2014-07-14T15:18:19",0,"new"
"1100DEA10463","","900043100C","BP Garage","","BP Garage","","U","263714","56099","2014-10-21T13:59:35","2014-07-14T15:18:19",0,"new"
"1100DEA10464","","900043100A","Town Hall","","Town Hall","","U","263709","56097","2014-10-21T13:59:35","2014-07-14T15:18:19",0,"new"
"1100DEA10702","","900042835C","Bideford Quay","","Bideford Quay","","U","245483","126697","2014-10-21T13:58:45","2014-07-14T15:18:19",0,"new"
"1100DEA10706","","900042835A","Bideford Quay","","Bideford Quay","","U","245474","126671","2014-10-21T13:58:45","2014-07-14T15:18:18",0,"new"
"1100DEA10719","","900042865A","Square","","Square","","U","244927","129099","2014-10-21T13:58:45","2014-07-14T15:18:19",0,"new"
"1100DEA10720","","900042865C","Square","","Square","","U","244922","129097","2014-10-21T13:58:45","2014-07-14T15:18:19",0,"new"
"1100DEA10728","","900042825A","Kingsley Park","","Kingsley Park","","U","244132","129481","2014-10-21T13:58:41","2014-07-14T15:18:19",0,"new"
"1100DEA10729","","900042825C","Kingsley Park","","Kingsley Park","","U","244097","129463","2014-10-21T13:58:41","2014-07-14T15:18:19",0,"new"
"1100DEA10734","","900042826","Nelson Road","","Nelson Road","","U","243086","129090","2014-10-21T13:58:41","2014-07-14T15:18:19",0,"new"
"1100DEA10804","","900042995","Methodist Church","","Methodist Church","","U","251761","147733","2014-10-21T13:58:56","2014-10-01T10:34:10",2,"new"
"1100DEA10936","","900042030","Camp Gates","","Camp Gates","","U","250463","134841","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA10943","","900042045C","George Hotel","","George Hotel","","U","248830","136468","2014-10-21T13:59:22","2014-09-26T11:08:04",2,"new"
"1100DEA10944","","900042045A","Opposite George Hotel","","Opposite George Hotel","","U","248835","136475","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA11144","","900042806A","The Quay","","The Quay","","U","247202","130269","2014-10-21T13:59:12","2014-07-14T15:18:19",0,"new"
"1100DEA11145","","900042806C","The Quay","","The Quay","","U","247201","130300","2014-10-21T13:59:12","2014-07-14T15:18:19",0,"new"
"1100DEA11158","","900042245","Post Office","","Post Office","","U","249547","132246","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA11169","","900042235A","New Inn","","New Inn","","U","251292","132455","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA11171","","900042235C","New Inn","","New Inn","","U","251380","132419","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA11178","","900042845A","Garage","","Garage","","U","253337","132477","2014-10-21T13:59:22","2014-07-14T15:18:19",0,"new"
"1100DEA11179","","900042845C","Garage","","Garage","","U","253323","132477","2014-10-21T13:59:22","2014-08-23T10:37:53",0,"new"
"1100DEA11273","","900042586C","The Square","","The Square","","U","271398","125846","2014-10-21T13:59:26","2014-08-14T11:26:56",18,"new"
"1100DEA11274","","900042586A","The Square","","The Square","","U","271396","125869","2014-10-21T13:59:26","2014-08-14T11:26:06",10,"new"
"1100DEA11460","","900043355","Bus Station","","Bus Station","","U","247956","74268","2014-10-21T13:59:08","2014-07-14T15:18:19",0,"new"
"1100DEA11674","","900044020","Thomas Cook","","Thomas Cook","","U","258680","95161","2014-10-21T13:58:52","2014-07-14T15:18:19",0,"new"
"1100DEC10842","","900044030A","The Barn Owl","","The Barn Owl","","U","296291","92833","2014-10-21T13:59:42","2014-07-14T15:18:17",0,"new"
"1100DEC10843","","900044030C","Honiton Road Park and Ride","","Honiton Road Park and Ride","","U","296294","92792","2014-10-21T13:59:42","2014-07-14T15:18:17",0,"new"
"1100DEC10907","","900044055C","Rail Station","","Rail Station","","U","297682","81886","2014-10-21T13:59:10","2014-07-14T15:18:19",0,"new"
"1100DEC10908","","900044055A","Opposite Rail Station","","Opposite Rail Station","","U","297682","81865","2014-10-21T13:59:10","2014-07-14T15:18:19",0,"new"
